ligand-water_10_24-tinkermincart_0.8.alz 11.8303
ligand-water_10_24-tinkermincart_0.9.alz 0.7041
ligand-water_10_24-tinkermincart_1.alz -2.6383
ligand-water_10_24-tinkermincart_1.1.alz -3.2131
ligand-water_10_24-tinkermincart_1.2.alz -2.9337
ligand-water_10_25-tinkermincart_0.8.alz 3.4064
ligand-water_10_25-tinkermincart_0.9.alz -1.3443
ligand-water_10_25-tinkermincart_1.alz -2.7561
ligand-water_10_25-tinkermincart_1.1.alz -2.8238
ligand-water_10_25-tinkermincart_1.2.alz -2.4394
