    -1.09421800    -1.48743400    -2.61526600
    -1.13910900    -1.29502200    -2.60791800
    -1.37280100    -1.46848500    -2.60057000
    -1.28662800    -1.76986500    -2.59322200
    -0.97624000    -1.86371100    -2.58587400
    -1.44286400    -1.01214700    -2.54913300
    -1.67418900    -1.26573400    -2.54178500
    -1.73429100    -1.60482900    -2.53443700
    -1.61150900    -1.92758800    -2.52708900
    -1.34464300    -2.14800500    -2.51974100
    -1.00426900    -2.21449000    -2.51239300
    -0.67110000    -2.11608200    -2.50504500
    -1.89530900    -2.09929000    -2.41686800
    -1.64934500    -2.35002900    -2.40952000
    -1.33296900    -2.50293800    -2.40217200
    -0.98360400    -2.54191100    -2.39482400
    -0.64061700    -2.46426600    -2.38747600
    -0.34093000    -2.28002600    -2.38012800
    -2.08567200    -2.36437200    -2.26255900
    -1.82711500    -2.60489400    -2.25521100
    -0.17847700    -2.54333400    -2.21847000
    -2.06572400    -2.78525400    -2.06416100
    -1.74785000    -3.50206900     1.65396100
    -0.03311200    -3.28755800     1.69070100
     0.25345600    -3.07675000     1.69804900
    -1.81892000    -3.23869800     1.91114300
    -1.47669400    -3.33631100     1.91849100
    -1.12222200    -3.36792900     1.92583900
    -0.76813900    -3.33216100     1.93318700
    -0.42721700    -3.23003200     1.94053500
    -0.11190300    -3.06499000     1.94788300
     0.16614300    -2.84282800     1.95523100
    -1.44133000    -3.08073700     2.14628100
    -1.08632200    -3.10857500     2.15362900
    -0.73379900    -3.05817100     2.16097700
    -0.40096600    -2.93151200     2.16832500
    -0.10436900    -2.73438900     2.17567300
     0.14095000    -2.47621500     2.18302100
     0.32225800    -2.16966900     2.19036900
    -1.46259800    -2.78508400     2.33733100
    -1.10821800    -2.82371900     2.34467900
    -0.75622600    -2.76718500     2.35202700
    -0.43211400    -2.61865200     2.35937500
    -0.16006900    -2.38817400     2.36672300
     0.03890100    -2.09227300     2.37407100
    -1.38777800    -2.48847000     2.49164000
    -1.03122800    -2.51128400     2.49898800
    -0.68847700    -2.41019600     2.50633600
    -0.40261300    -2.19564800     2.51368400
    -0.21174200    -1.89336800     2.52103200
    -0.14338600    -1.54238000     2.52838000
    -1.44204900    -2.13219300     2.60186100
    -1.08807200    -2.19385400     2.60920900
    -0.74950000    -2.07266400     2.61655700
    -0.52064400    -1.79482300     2.62390500
    -0.47534400    -1.43730900     2.63125300
    -1.19523200    -1.86861500     2.67534200
    -0.85348200    -1.72999400     2.68269000
    -2.39376600    -1.08469000    -2.55089700
    -2.43863400    -0.89237500    -2.54384900
    -2.67222100    -1.06573000    -2.53680000
    -2.58615200    -1.36697400    -2.52975200
    -2.27595300    -1.46087700    -2.52270400
    -1.99914800    -1.28032700    -2.51565500
    -1.92995900    -0.95285200    -2.50860700
    -2.09521600    -0.65834700    -2.50155900
    -2.40953100    -0.52885300    -2.49451000
    -2.74169900    -0.60892800    -2.48746200
    -2.97334600    -0.86198500    -2.48041400
    -3.03410700    -1.20078500    -2.47336500
    -2.91214700    -1.52366800    -2.46631700
    -2.64601000    -1.74468900    -2.45926900
    -2.30601200    -1.81217300    -2.45222000
    -1.77723500    -0.49829100    -2.41697800
    -2.05163800    -0.28217300    -2.40993000
    -2.38921600    -0.19133900    -2.40288200
    -2.73602100    -0.23741800    -2.39583300
    -3.04013100    -0.41087100    -2.38878500
    -3.25886300    -0.68451600    -2.38173700
    -3.36373000    -1.01899100    -2.37468800
    -3.34285900    -1.36908800    -2.36764000
    -3.20100600    -1.69003200    -2.36059200
    -2.95751900    -1.94292900    -2.35354300
    -2.64282900    -2.09887700    -2.34649500
    -2.29406700    -2.14147000    -2.33944700
    -2.80244700     0.07739000    -2.26191500
    -3.12121500    -0.07316000    -2.25486600
    -3.38501700    -0.30711600    -2.24781800
    -3.57357800    -0.60513900    -2.24077000
    -3.67307400    -0.94354300    -2.23372100
    -2.50284000    -2.44495700    -2.19143100
    -3.35181400     0.12994500    -2.07865800
    -3.60993100    -0.11181800    -2.07160900
    -3.80680300    -0.40564300    -2.06456100
    -3.93274500    -0.73617200    -2.05751300
    -4.01235800    -0.21348900    -1.85311100
    -4.15672000    -0.53698100    -1.84606200
    -2.02404400    -3.38760700     1.71335200
    -2.20935900    -3.20814400     1.98823800
    -1.85995000    -3.14214300     1.99528600
    -2.43499800    -2.98406900     2.23493000
    -2.08081900    -2.95095400     2.24197800
    -1.73910200    -2.85209600     2.24902700
    -2.50343000    -2.71829400     2.45342900
    -2.14834100    -2.69369900     2.46047700
    -1.80709700    -2.59244200     2.46752500
    -2.94348300    -2.33370400     2.62963700
    -2.59811100    -2.42126700     2.63668600
    -2.24183800    -2.41547300     2.64373400
    -1.89970500    -2.31584400     2.65078200
    -1.59647100    -2.12863800     2.65783100
    -1.35477600    -1.86672500     2.66487900
    -3.20328400    -1.79702600     2.77060400
    -2.91592400    -2.00885200     2.77765300
    -2.57447400    -2.11325800     2.78470100
    -2.21775800    -2.09632800     2.79174900
    -1.88843400    -1.95802500     2.79879800
    -3.15925400     0.27781600    -2.07774600
    -3.24514000     2.69914900     1.96800400
    -3.77930900     0.82243800    -2.04817100
    -3.82420300     1.01486200    -2.04022300
    -4.05787900     0.84134400    -2.03227400
    -3.97157400     0.53998000    -2.02432600
    -3.66109600     0.44635600    -2.01637800
    -3.38442600     0.62746000    -2.00842900
    -3.48216400     1.24946100    -1.99253300
    -3.79714100     1.37785100    -1.98458500
    -4.12912900     1.29621000    -1.97663600
    -4.35951900     1.04174400    -1.96868800
    -4.41813700     0.70236700    -1.96074000
    -4.29371000     0.38021400    -1.95279100
    -4.02555500     0.16133300    -1.94484300
    -3.68473100     0.09707500    -1.93689500
    -3.79135400     1.71306300    -1.88125700
    -4.13736500     1.66002000    -1.87330800
    -4.43784600     1.47996300    -1.86536000
    -4.65033800     1.20119200    -1.85741200
    -4.74700000     0.86404500    -1.84946300
    -4.71694500     0.51441500    -1.84151500
    -4.56612500     0.19736300    -1.83356700
    -4.31513500    -0.04837700    -1.82561800
    -3.90250100     2.02575400    -1.73023900
    -4.24755000     1.95287300    -1.72229100
    -4.55747400     1.78444300    -1.71434200
    -4.80722800     1.53525900    -1.70639400
    -4.97738200     1.22612400    -1.69844600
    -5.05535200     0.88191400    -1.69049700
    -5.03602700     0.52945200    -1.68254900
    -4.92177800     0.19540100    -1.67460100
    -4.72192800    -0.09570300    -1.66665200
    -4.45174800    -0.32312700    -1.65870400
    -4.25559300     2.25355800    -1.53153100
    -4.58010700     2.11259400    -1.52358300
    -4.86316500     1.90027900    -1.51563500
    -5.08977800     1.62849700    -1.50768600
    -5.24824500     1.31207000    -1.49973800
    -5.33065700     0.96788400    -1.49179000
    -5.33319700     0.61395300    -1.48384100
    -5.25620400     0.26846400    -1.47589300
    -5.10403400    -0.05114900    -1.46794500
    -4.88472700    -0.32904800    -1.45999700
    -4.32016800     2.50326600    -1.30103000
    -4.64793500     2.36851900    -1.29308200
    -4.94234600     2.17123800    -1.28513400
    -5.19183700     1.91952200    -1.27718600
    -5.38675900     1.62351200    -1.26923700
    -5.51971200     1.29495700    -1.26128900
    -5.58578700     0.94672000    -1.25334100
    -5.58270600     0.59227200    -1.24539200
    -5.51085300     0.24515600    -1.23744400
    -5.37321000    -0.08151600    -1.22949600
    -5.17519500    -0.37555400    -1.22154700
    -4.29448800     2.74130500    -1.03873600
    -4.62945700     2.62457700    -1.03078800
    -4.93840800     2.45026400    -1.02284000
    -5.21164900     2.22403400    -1.01489200
    -5.44069500     1.95313800    -1.00694300
    -5.61850800     1.64616300    -0.99899500
    -5.73970200     1.31274400    -0.99104700
    -5.80068200     0.96325400    -0.98309800
    -5.79973200     0.60847900    -0.97515000
    -5.73704400     0.25927700    -0.96720200
    -5.61468100    -0.07374500    -0.95925300
    -5.43649800    -0.38055400    -0.95130500
    -4.40170700     2.90252900    -0.74464900
    -4.73382300     2.77727400    -0.73670100
    -5.04113600     2.59964500    -0.72875300
    -5.31552500     2.37446300    -0.72080400
    -5.54978600     2.10777700    -0.71285600
    -5.73781200     1.80669700    -0.70490800
    -5.87474600     1.47919800    -0.69695900
    -5.95709200     1.13390400    -0.68901100
    -5.98280000     0.77985300    -0.68106300
    -5.95130000     0.42626700    -0.67311400
